Chapter,Verse, Explanation
3,25,"Maharshi Patanjali says that a state of satvaguni in the mind occurs when the mind is illuminated by the light of self-awareness, and at that stage, the mind becomes concentrated and one-pointed. In this state, a yogi can behold even the subtlest of particles and objects, and even those that are veiled by some form of covering or are situated at a great distance. The yogi's perception is not limited to what is physically perceivable, and they can gain knowledge of subtle phenomena and distant objects.

According to the Yoga Sutras of Patanjali, in the 36th Sutra of the Samadhi Pada, he writes ""Vishoka va jyotishmati."" This translation means that the mind becomes illuminated by the light of self-awareness, and then, when the yogi practices concentration, meditation, and samadhi simultaneously, they experience a divine vision that allows them to perceive even the subtlest of particles and objects, including those that are hidden or distant."
3,26,"""Knowingly, meditation of the sun yields the knowledge of all the 14 regions. Through the meditation of the radiant sun, one can achieve the understanding of the 14 worlds, from the earth up to the highest. As mentioned in the Vedas, 'The sun is the self of the universe and all that exists' (Yajur Veda 7/42). The sun is the atman of all the regions and all the worlds. When we perform the practice of concentration, contemplation, and absorption simultaneously on the sun, the great sage Patanjali states that the yogi gains the knowledge of all regions and all transmigratory stages."""
3,27,"""As a yogi gains knowledge of the 14 worlds by controlling the mind, similarly, Maharshi says that if a yogi focuses on the moon through concentration, meditation, and absorption, then he gains knowledge of the position of all stars and their groups in the universe. Similarly, in Vibhuti Pada, it is described that by controlling the mind, one can achieve various types of accomplishments, whether within the body or outside the body, in various substances in the universe."""
4,1,"""Maharshi is now talking about the causes of Siddhis in the last and fourth parts of the Yogasutra. As the previous Sutras have already discussed Siddhis, the disciples had an innate inquiry about whether these Siddhis can be attained only through the practices of Dharna, Dhyana, and Samadhi, or if there are other causes as well. The disciples also wondered whether Siddhis can be attained solely through the practice of Yoga, or if there are other means as well. Then Maharshi tells the disciples that Siddhis can be attained through five means. 

Janma Siddhi: This is where a yogi, who had a good condition in his previous birth but did not complete his practices due to prarabda karma, receives Siddhis from birth itself.

Oushadhi Siddhi: This is where a yogi receives Siddhis through the use of herbs. When a yogi fully controls his body or some external organ or substance, he receives Siddhis.

Mantra Siddhi: This is where a yogi receives Siddhis through the regular chanting of mantras. When the mind is fully concentrated through the chanting of mantras, the yogi receives Siddhis related to the mind.

Tap Siddhi: This is where a yogi receives Siddhis through physical, mental, or spiritual austerities. The practice of austerities gives the yogi control over the body, senses, and the five elements. 

 Samadhi Siddhi: This is where a yogi receives Siddhis through the practice of yoga, where the citta (mind) becomes pure, and one attains control over the other elements. When the yogi practices yoga, he receives many Siddhis. 

Thus Maharshi Patanjali has explained in detail how Siddhis can be attained through different means."""
4,2,"Our physical body and senses are vast means for moving forward on the path of yoga. Both contain dormant powers. The body and senses, mind, intellect, and heart are all outcomes of nature. And, in fact, nature has inherent completeness in every created thing. However, human life is a journey. Therefore, nature has created the means of harnessing the dormant powers and embedded completeness within them. Now, it is human duty to unleash their dormant potential and attain completeness. When a yogi practices yoga and uses the means and accomplishments of yoga, they attain nature's completeness. As a result, they develop complete potential in their physical body, senses, mind, intellect, and heart. The transformation that occurs in the previous body, senses, mind, intellect, and heart is referred to as ""jatyantar"" in the language of yoga. This is a definition. Maharsi also explain that jatyantar occurs when one's nature becomes complete or one gains complete control over nature. Additionally, this implies that the body and senses, mind, intellect, and heart become endowed with special or natural potential through the path of yoga. To attain this potential, Maharsi have described various means, practices, and methods, from samadhi-pad to vibhuti-pad."
4,3,"In the first sutra of the Kavalya (Self-Realization) path, five ways of achievement are explained, namely, birth, medicine, mantra, austerity, and Samadhi. These five paths of self-realization do not change the process or method of nature, but rather remove obstacles and hurdles that come in the way of the yogi. In nature's own process, there is no interference. Therefore, the sages call them nimittas. Nimitta is something that is not involved in action but is a support for the completeness of work. The sages are illustrating this with the example of a farmer. Like a farmer, one plants a seed in the field and waits for it to germinate. But with time, unwanted weeds, thorns, etc. grow along with the crop. These weeds prevent the crop from growing properly and also prevent the essential nutrients from being utilized, resulting in poor yield. The farmer periodically removes the weeds to ensure that the crop grows fully. Similarly, these paths remove the obstacles and hurdles in the body, senses, mind, intellect, and heart, making the yogi's mind pure, free from pollutions, and enabling him to achieve eventual goals, including the ultimate goal of kaivalya. The sages are saying that these paths only remove the obstacles on the path of yoga and do not assert their authority over nature, protecting the earlier established doctrine."
4,4,"The present sequence is about the formation of the mind, which is commonly referred to as the ""Chitta"" in Sanskrit. Sage says that the mind is formed from the entity of ""Astitva"" or ""Ahankar"". In Sankhya philosophy, there is a discussion about the origin of 25 entities, and it has been calculated what is formed from what. Sat, Rajas, and Tamas are considered to be in a state of equilibrium, which is referred to as nature. From these three entities, ""Mahattatva"" is formed. This ""Mahattatva"" is also referred to as ""Buddhi"". Then, from ""Mahattatva"" or ""Buddhi"", ""Astitva"" or ""Ahankar"" is formed. From this ""Astitva"" or ""Ahankar"", the mind or Chitta is formed. Thus, the root cause of the formation of the mind is the entity of ""Astitva"" or ""Ahankar"". Whenever an entity is formed from another entity, it is referred to as a ""Utpadan"" cause. Therefore, wherever the term ""Utpadan"" cause is mentioned in scriptures, it means that some entity has been formed from another. Sage has used the word ""Chitta"" in the plural form here. According to this, the formation of the mind from the entity of ""Astitva"" is a fact. However, it is difficult to understand why the mind is not single and is multiple. Then, why has Sage used the term ""Chitta"" in the plural form? This question arises in everyone's mind. It is certain that the mind is not multiple, as Sage confirms in the next sequence. Perhaps Sage has written this sequence to resolve the doubts about the multiplicity of the mind. 

In the sequence ""Pravrittibhede prayojakam chittam ekam anekesham"", Sage is clearly saying that the mind is a single entity that performs different activities based on the differences in its tendencies. This is clear that the mind is not multiple, but performs multiple activities based on its tendencies. However, the mind performs multiple activities, which is why Sage has referred to it in the plural form. And in this way, the formation of the mind with multiple activities from the entity of ""Astitva"" or ""Ahankar"""
4,5,"""It was mentioned in the previous scripture that the construction of the mind is from the concept of 'asmita'. Maharsi used the word 'chittani' in that scripture to indicate the mind. This raised a doubt whether the mind is one or many. In order to resolve this doubt and establish the theory, Maharsi is explaining this scripture here. The mind is influenced by the qualities of nature and as a result, it operates differently in various subjects. Because the mind is constructed from 'asmita', but is influenced by the effects of 'satva', 'raja', and 'tamas'. Due to the rising and setting of the three gunas and their mixed relationship, various tendencies also arise in the mind. Therefore, the mind operates differently according to its tendencies in various subjects, thoughts, and desires, yet it remains one. Similarly, gold remains the same in various types of ornaments. In this way, Maharsi has resolved the doubt that arose in the previous scripture by saying that the mind is of a single kind."""
4,6,"""Talking about self or ego as a substratum of the mind, which is a cause, Maharishi is saying something new that the mind built through the practice of meditation is free of all kinds of desires. Such a mind, founded through meditation, has no foundation for karma or past impressions. Just as the first verse of Kaula Pad mentions five ways to attain realization, the mind becomes shaped by five practices. However, the practices of birth, medicine, mantra, and austerity take the mind to the stage of karma and its impressions, but the mind built through samadhi is free from karma and its impressions. When the mind is built through meditation, all actions become reduced to seeds. Just as a seed cannot sprout after being burnt, similarly, a mind that has been burnt or reduced to seeds cannot have any impressions."""
4,7,"The sage is saying in this thread that the actions of yogis transcend good and bad karma. In other words, they do not perform actions with the intention of gaining good karma or avoiding bad karma. Their actions are natural and effortless. Whatever they do, it is always good. Others, on the other hand, have three types of actions. Shukla karma is that which is good, brings well-being to the individual and the collective, and brings rewards to the doer. This kind of action is also considered good by society. One who has a predominance of the sattva guna performs shukla karma. One who leads a good life, practices self-reflection, and adopts yoga can also perform shukla karma.

Krishna karma is that which is unwholesome, brings harm to the individual and sometimes to society as well. This kind of action is performed when the sattva guna is suppressed and the rajas and tamas gunas are dominant. One who associates with bad company, lacks self-reflection, does not practice austerities, and does not practice yoga can also perform krishna karma.

Shukla-karma and Krishna-karma are those who are not fully established in yoga, and their actions are mixed, sometimes good and sometimes bad. However, one who practices yoga can transcend these three gunas and perform actions that are not affected by good or bad karma. Therefore, we all should strive to perform actions that are beyond the three gunas."
4,8,"""In the previous sutra, Maharshi explained that the actions of ordinary people who are different from yogis can be categorized into three types. These three types of actions are: white actions, black actions, and mixed actions. Those whose lives are filled with these three types of actions are driven by desires that arise from the consequences of their actions, that is, they are driven by intentions that arise from the quality of their actions. Just as actions can be classified as auspicious, inauspicious, or a mix of both, the desires that arise in a person are also of the same quality. Maharshi is discussing the direct mathematical relationship between actions and their consequences here. In simple language, it can be said that as you sow, so shall you reap, or as you plant, so shall you harvest. Good actions give rise to good desires, bad actions give rise to bad desires, and mixed actions give rise to mixed desires. However, the actions of yogis are nishkam, that is, performed without attachment, and therefore they are devoid of the tendencies of the senses and are not driven by desires. In yoga, the term 'vāsanā' is used to mean a tendency or a propensity of the mind that arises from the consequences of an action, or the residue of an action that affects a person and leads them to engage in a particular behavior."
4,9,"""Rishis had told earlier that the three types of actions and their fruits are reflected in the desires and impulses that arise in us. This led to a question on how it is possible for such precise consequences to arise from our actions. That is, how can it be that the action we perform will lead to a specific consequence, and then the same inclinations will arise in us? Rishis are answering this question by saying that when we perform some actions, we gradually develop a habit of doing those actions, and eventually, a tendency forms. This tendency is repeated many times, and the subtle impressions left on us become a part of our memory. Since memory is formed from impressions, there is no difference between memory and impressions. As our impressions become more solid, our memory also becomes stronger. Therefore, Rishis say that memory and impressions have a unity. When we are reborn according to the fruits of our past actions, our memory and impressions also accompanying us, even if there is a difference in our birth in terms of birthplace, location, or time. For example, if a being is born in a particular caste or species, it is still a part of the same species. Similarly, if a being is born in a particular place or time, its impression is not different. Therefore, Rishis say that as a result of our actions and impressions, our memory and impressions remain unbroken, whether we are reborn in a particular caste, place, or time."""
4,10,"""Sages say that due to the desire to live forever, which is inherent in every human being, the flow of desires has been going on since time immemorial. Every individual wants to live forever and never die. This desire is the root of all desires. They know that as long as life exists, they can experience and enjoy everything. Therefore, the desire to remain alive forever is the source of all desires and the foundation of all other desires. If this desire is not fulfilled, then gradually, other habits and tendencies will weaken. The sage is saying that the truth of the uninterrupted flow of desires is one thing, and the suggestion of a great means or method to be free from this eternal desire to live is another. If one abandons this desire and practices selfless action, it will lead to liberation. I will never die, but will always live on, because I am filled with this intense desire. Because in every birth, when death is near, the living being is filled with the fear of death and collects the powerful feeling of not wanting to die. The fear of death increases, and the desire to live forever also becomes very strong. This desire becomes the foundation of all other desires. Therefore, if one is freed from the fear of death, it will be easy to also free oneself from the influence of other desires. Man knows that as long as life exists, he can enjoy everything else. Therefore, he does not want to give up this desire to live forever."""
4,11,"Ancient sages said that our vasanas, which are the tendencies that arise from our actions, have been present since time immemorial. Now, the sage is explaining the method or process to get rid of these vasanas. They say that the four main causes of the existence of these vasanas are hetu, phala, ashraya, and alambana. Every action we do has a cause behind it, and when that action is performed, it has a definite result. This is the cause and effect of karma. When this karma is done, it becomes attached to our mind or inner self, and then it becomes a habit. When we encounter a situation or emotion, these past karma's impressions arise again, and we start to act according to them. The more we do this, the stronger they become. This is the reason why the sages call it alambana. So, it is essential to get rid of the causes, effects, and attachment to karma, and only then can we get rid of the vasanas. When a yogi performs an action, it no longer creates new karma's impressions, and he becomes detached from the world. In this way, the sage is establishing the method to be free from karma and its bondages and to establish oneself in selfless action."
4,12,"""The sage has said in the preceding verse that if the four main causes of desires are removed, then the flow of desires that has been going on since eternity can also cease to exist. Desires represent the impressions of our actions, which are related to our internal life. But what about the physical or worldly objects that exist in the world? If the main causes of those objects are removed, then do those objects also cease to exist? Someone asked such a question. In response to this question, the sage said this verse. He says that the basic nature or dharma of an object or thing is what is meant by the term 'dharma' in scriptural language. An object or thing is said to be dharma. That dharma or nature does not cease to exist with time. There is only a difference in that the dharma or nature that existed in the past does not manifest again, and the possibility of it manifesting again in the future remains. In the present, it remains expressed. For example, a potter is creating a pot from clay today, and it is manifesting in the present. However, it was not a pot earlier, only clay. This is the pot's past. The pot will not exist in the future, it will break. Then the clay will remain. However, the clay remains in both past and future times, and the potential to create another pot is present in it. Therefore, the sage is saying that any object exists eternally, not because of time, but because of its inherent nature or causes, and it does not get destroyed."""
4,13,"Now that Maharshi has clearly stated that any substance (neither past, nor future, nor present) does not perish, but exists in its own unique form, the disciples' curiosity arose as to how these substances exist. They wanted to know the form of their existence. So, to resolve this curiosity, this Sutra is being said. Maharshi says that all substances existing in the past, present, and future exist in their guna form. In the present, they exist in their expressed form, which is being stated here in the word, and in the past and future, they exist in an unexpressed form, which Maharshi is saying here in the subtle word. The Guna word here refers to Sat, Raj, and Tamas. Because all substances are a part of Nature, and Nature is triguna, all substances are created from these three gunas. These three gunas are present in all substances, and due to their varying proportions, substances undergo various changes or transformations. Therefore, substances are expressed in two ways, directly and indirectly, depending on their relation to time, but they do not perish, rather they preserve their existence in the form of the three gunas. Here, the question is not about the destruction or non-destruction of one substance, but about the existence of the substance in Nature. It should not be understood that we can destroy one substance and then somehow it will manifest again. First, the substance will exist in many places in Nature, and, fundamentally, it will already be present. Even if, hypothetically, the entire Nature is destroyed, is it possible for the substance to be reborn? In this form, Maharshi says that the three gunas - Sat, Raj, and Tamas - will always exist and are the fundamental cause of the origin of all substances, and as long as these causes are not destroyed or exhausted, the destruction of any substance is not possible. These gunas are capable of creating the substance again."
4,14,"""According to the ancient sages, the universe is not destroyed even by one moment of time, but rather it manifests and hides in its three aspects, Sattva, Rajas and Tamas. Now, since we are discussing the topic of gunas, it is clear that these gunas have opposing natures, and therefore, different actions and reactions manifest in objects. Sattva guna's function is illumination, Rajas guna's function is action, and Tamas guna's function is to maintain stability. Thus, when these opposing gunas come together, they simultaneously create something new, which becomes one entity. 

Like when we perform worship in a temple, we combine different things like flowers, offerings, oil, ghee, and fire, which are initially separate entities with their own names, and through their combination, we create a new entity, the flame. Although the flame is derived from its individual components, we no longer consider its five individual components, but rather the flame itself has become a new, independent entity. 

Similarly, when the three gunas combine to create a new entity, it becomes one, independent existence. In a philosophical sense, the three gunas are indeed separate, but when they combine to create an entity, that entity is not recognized as having its three separate aspects. 

The ancient sage has explained this in order for us to understand the practical reality of the world and recognize the underlying principles within it simultaneously."""
4,15,"When it becomes clear that the entity remains the same even after the result is achieved, then the question arises as to why everyone experiences the same entity differently. Why can't everyone have the same experience and description of that entity? Then, the sage replies that it is because of the different types of knowledge that exist in our minds, even though the entity remains the same. The same entity can be experienced differently by different people. For example, when we share a single orange among five people, each person may experience its sweetness and bitterness differently. Each person may describe the taste of the orange in a different way, although the orange remains the same, with the same sweetness and bitterness. Similarly, people may have different opinions about a single person, although that person remains the same. This diversity is due to the different types of knowledge that exist in our minds. Until our mind is affected by the gunas, we will see diversity. But when we acquire knowledge of the Self, then our experience becomes one and the same as the Self."
4,16,"""In the entire Yog Sutra, this is the only sutra where Maharshi Patanjali himself raises questions. They first establish the fundamental principles and say that the world or objects are not governed by a single mind. They clearly explain this and then ask, if the creator of an object's existence is a single mind, then what would happen if that mind ceases to exist? Would the object also cease to exist? But it's not seen that way. When the mind focuses on another object, the first object, which was present a moment ago, becomes invisible.

To say that the mind is the cause of creation, that's unscientific and impractical. Let's assume that our mind has perceived an eye and then a field through our sense of perception and they both have become reality. If we consider the mind as the creator of all objects, then the first eye should cease to exist. But the eye remains and is visible to others as well.

Therefore, those who believe the world to be illusory, fleeting, or a dream, are wrong. But it's true that the world is impermanent, ephemeral, a dream, from the perspective of the Self, and hence it's not a problem to strive for self-realization. However, not realizing that everything is illusory and fleeting and becoming detached, is wrong. Because nature has its own independent existence and its own extension. Objects come into existence due to their inherent principles, not due to the mind or some other cause. Even if we destroy a pot or a tree, we cannot destroy their constituent elements because nature's principles are indestructible.

Therefore, Maharshi is refuting many prevailing theories that consider the world to be a dream or an illusion and says that this world is our creation, a reflection of our imagination, like a dream that disappears after waking up. This analysis is entirely baseless from a physical perspective, but on the spiritual level, considering the world as impermanent and ephemeral, detachment is achieved. And that's the right path."""
4,17,"""After it is clear that substances are separate from the state of consciousness. They come into being as part of nature's own creation and then merge with it. There is no reason for the origin of a conscious being that is different from nature. When Maharshi asked what would happen to the existence of a thing or substance if consciousness were not present, a doubt arose as to what would happen if consciousness were not the creator of the origin of things or substances. Maharshi says that consciousness connects with our senses and provides knowledge of things to the conscious person. When consciousness connects with a thing through the medium of the eyes, an image of that thing is reflected in consciousness, making that thing known to consciousness. And whatever thing, person, or substance does not connect with consciousness through the medium of the eyes, whether due to any reason, remains unknown to consciousness. However, this is not to say that if consciousness does not connect with something through the eyes, then the existence of that thing, person, or substance does not exist. The matter is simply that the image of that thing, person, or substance does not form on consciousness, making it unknown to consciousness. In this verse, Maharshi is saying that consciousness comes to know of external substances through connection and does not come to know without connection."""
4,18,"""In this world, there are many physical objects, things, and individuals. Yet, from the perspective of space, everything is very far from each other. One individual cannot know everything about all physical objects, things, or individuals at the same time. Therefore, it is not possible for our minds to establish a connection with all things at once and gain knowledge through sensory organs. Therefore, we can know only about the objects, substances, or individuals that appear before us at a given moment. The rest remains unknown to us. Similarly, our minds can know only what we have learned or experienced through sensory organs or through the reflection of past experiences in our minds. But the Self, which is consciousness, has knowledge of everything at all times. It is unaffected by time and does not undergo any change. Therefore, it gains knowledge of everything through no other means than itself. The implication is that knowledge is always present in the Self, and its expression requires the means of perception, such as senses, etc. If these means are pure, knowledge can be expressed at any time. However, even when knowledge is expressed through means such as memory, etc., it is still the Self that has that knowledge."""
4,19,"""In the previous sutra, it was said that the conscious entity (purush) knows all the modifications of the mind (chitta). Why, then, does the mind not know its own perceptions (vritti) of objects? Maharshi is explaining this point. The mind is constructed from the fundamental elements of nature, and anything that is constructed from these fundamental elements is called an insentient substance (jada dravya). This concept should be remembered by us. All the properties of insentient substances are controlled by nature. Insentient substances cannot do anything on their own. They can only function when consciousness is in contact with them. Similarly, all insentient substances exist for the sake of the individual's sense enjoyment and liberation (mukti), but not for their own sake. These are some fundamental principles of these insentient substances that we should bear in mind in order to determine the truth.

The mind also experiences the light of the Self only when it comes into contact with it through sensory organs and bonds with objects in the world, experiencing knowledge of the Self. Maharshi is saying that the reason the mind is not self-aware is that it is obscured by its own perceptions. The understanding of this is that the mind is like the moon, which appears to shine with its own light but is actually shining with the light of the sun. Similarly, the mind appears to think and perceive with its own light but is actually contemplating the Self through the light of consciousness. When the mind comes into contact with the Self, it shines and, through its contact with sensory organs, experiences the knowledge of the objects of the world."""
4,20,"""The thread of thought and this 20th sutra are intertwined. The earlier sutra says that the mind cannot know itself because it is illuminated by the Self, not from within. Now, along with this, I am saying that the mind cannot even know both itself and the object together. Due to the mind's being an earthly body, we have discussed all possible theories in the earlier sutra. Here, Maharsi is establishing the importance of a conscious entity over the mind. Because if we consider the mind to be the one that knows things, then we cannot reach the ultimate truth. Here, Maharsi is trying to show how the existence of a conscious entity over the mind is necessary through these two sutras. Nature does not have self-knowledge, and even objects created by nature do not have self-knowledge. Only the Purusha or conscious entity can know both itself and nature. The reason for this is the characteristic of the conscious principle not changing with time. If you are 40 years old today, you can still recall events from your childhood. The reason for this is that the conscious principle within does not change. The experience of an event in childhood is still present in one's memory today. Therefore, Maharsi is establishing a conscious entity over the mind and saying that we should connect our existence to the conscious principle of the Self, not to some other earthly substance like the mind, intellect, or consciousness. Because most people identify themselves with the mind or intellect, which is a great ignorance."""
4,21,"""The rishis are explaining the role and function of the mind from different perspectives. When Patanjali was writing the Yoga Sutras, he was attempting to understand the mind as the observer. A section of society did not accept the existence of consciousness beyond the mind, so the rishis are discussing the true nature of the mind from various angles to establish a correct understanding of consciousness. They ask, if one mind observes another mind, then what kind of knowledge can the observer have? It would be impossible to determine, as the mind would keep changing and the sequence would not stop. This would lead to confusion and the creation of a state that is neither proper nor achievable. Moreover, if knowledge is gained, it would be fleeting, and how would memory remain? Many would gain knowledge of the same thing, but it would be difficult to obtain true knowledge of it. Which one person would gain knowledge of something? There would be many questions and flaws in this theory, so it is not reasonable or possible to accept that one mind can have knowledge of another. Therefore, the rishis are discussing the existence of consciousness beyond the mind, considering all possibilities."""
4,22,"""Now Maharishi is establishing the clear doctrine that the soul is free from all types of actions and attachment, and when it gets associated with a thought that has caught the mind, it experiences either the knowledge of its own wisdom or the knowledge of its own intellect. Maharishi believes that the soul neither becomes one with the object nor changes with the knowledge of the object. It is our mind, intellect, and senses that change with the object, but due to its unchanging nature, the soul remains unaltered and unaffected. Just as a diamond, when a colored object is placed before it, appears to change color, but its intrinsic color remains constant and pure. As soon as the object is removed, the diamond returns to its original state. Similarly, the soul also acquires knowledge of its own intellect as soon as it comes into contact with the mind. When a seeker is in a state of meditation and not associated with the mind in any way, the soul experiences itself. There, the need for the assistance of the body does not arise. This doctrine is being established by Maharishi here."""
4,23,"""The sages present in this sutra say that the mind sometimes becomes the subject for the soul and sometimes becomes the means to know the external subjects. In this way, it is colored by both the subjects and the soul. When it is associated with external subjects, it appears unconscious, and when it comes into contact with the soul, it appears conscious. The mind can be considered like a mirror. Just as the mirror becomes clearer with increasing clarity, the reflection in it becomes clearer and more evident. When the reflections of external objects through the senses fall on the mind, the soul, being in contact with the mind, gains knowledge of the reflections on the mind. Similarly, when the reflection of the soul's nature falls on the mind, the soul gains knowledge of its own nature. In other words, whether it is a matter of gaining knowledge of the external world or experiencing one's own self, a pure and clear mind is necessary. Therefore, the mind is like a mirror. The mind-mirror has its own form, but as the reflection takes shape before it, so the knowledge is imparted to the soul."""
4,24,"""The ultimate truth about the mind is that it is born from the combination of sattva, rajas, and tamas gunas and thus is an insentient entity. It works for the individual's sake but not for its own. Its sole purpose is to enable the atma to enjoy and attain liberation. Despite being tainted by various types of actions, senses, and desires, the mind cannot use them for its own benefit. Its entire purpose is for the atma. The guru explains that the mind's nature is to work together with other components, just like how various parts of a computer come together to form a computer that is used by humans. The mind's purpose is to take on this form and then be used by the individual. Therefore, the guru concludes that despite the mind being adorned with many desires and longings, it cannot use them for its own benefit. The existence of the mind is for the individual's enjoyment and liberation."""
4,25,"""All points related to the mind are discussed scientifically and in detail after which we are presenting this formula in connection with the fruit of Maharishi's knowledge. As one walks on the path of yoga, and simultaneously, the impressions of practices from previous births also arise, the yogi's desire or curiosity to know about themselves gradually diminishes. Initially, when one begins to progress on the path of self-realization, a seeker has many questions about themselves, which they want to find the answers to. As they study scriptures along with their yoga practice, their questions are gradually answered and resolved. When they attain the final wisdom, they are free from questions. Because they have acquired eternal knowledge about themselves, they are established only in conduct. They know what to do, how to attain completeness on the path of conduct, and they continue to practice only that. Therefore, Maharishi says that if one attains wisdom, the yogi transcends all questions that arise about themselves, and instead, they strengthen their yoga practice, the conduct of realization, from the point of view of resolution."""
4,26,"What benefits do yogis get after achieving self-realization? As long as a yogi does not attain self-realization, they strive for liberation. But after achieving self-realization, they take shelter behind self-realization and move forward, which leads to culmination. The yogi also begins to experience the bliss of it. The philosophical meaning of self-realization is the correct knowledge of right and wrong. From the perspective of human life, human ultimate goal is liberation, from the perspective of the human being, reunion with the self and the supreme self, knowing what is suitable and what is not suitable for the self, self-realization is called. When this knowledge comes to the yogi and their state is established in this knowledge, they become completely fearless and free, taking shelter behind self-realization, and move towards culmination. At that time, they experience simplicity and straightforwardness, moving forward gradually. That is the state where all afflictions born of ignorance become extremely weak and there is no internal turmoil left in their life, and their state becomes natural."
4,27,"""When the knower of the self is realized, all questions related to the transcendental self are resolved and one follows the path of self-knowledge. This is the understanding of the two previous principles. Man's life is not the first life, but an eternal stream that has been journeying for countless lifetimes. In the present, when the yogi is attached to the previous lives' experiences and the current life's practices through yoga, he reaches the point where the principles of self-knowledge shine forth. The knowledge of self-knowledge apart from the knowledge of previous lives' experiences that arises later is due to the influence of old habits. Although all the troubles caused by ignorance are very weak, they do not cease entirely. Therefore, the yogi's state is sometimes complete and perfect, and sometimes wavering due to the influence of old habits. In this state, the yogi should not be disturbed and should stand firm like a witness, unaffected by the influence of old habits. Old habits will come and exhibit their effects, and then go. We should not get entangled with them. Those old habits that come forth will be completely resolved, and for that, a separate effort will be required. The answer to this question will be given by sage Rshi in the next principle."""
4,28,"""In the previous sutra, it was mentioned that the accumulation of past births' habits comes between the realms of wisdom. Now, Maharsi is explaining the means to eliminate those habits in this sutra. Maharsi is talking about the practice of Kriya Yoga again to eliminate these past habits. Just as in Siddha Pada, ignorance, ego, attachment, hatred, and desire were eliminated initially and then completely, similarly, these remaining habits can be eliminated only through Kriya Yoga. The meaning of Kriya Yoga is tapasya, self-reflection, and surrender to the Divine. We have elaborated on this in Siddha Pada. Through Kriya Yoga, these habits are weakened, and through repeated practice of Kriya Yoga and the practice of wisdom, all these habits are burned, so they cannot sprout again. Therefore, the yogi who has reached the state of Kaivalya must make utmost effort to restrain all their habits in the final stage. When the mind is directed towards the fulfillment of its purpose, and the entire nature is returning to its true form, the three gunas - sattva, rajas, and tamas - make their final attempt to remain in their respective states. Thus, this is the final battle that the yogi must fight with all their might. Many yogis' condition deteriorates from here, and according to the Shrimad Bhagavad Gita, such yogis are called 'yoga-bhrashta', meaning those who, after achieving high states of yoga, fell back due to the accumulation of past habits."""
4,29,"When a yogi, having performed the yogic practices, has exhausted his primal nature and has destroyed his sanskara, only the superiority of sattva guna remains. However, as long as this state of being free from all three gunas does not arise, the state of kaivalya cannot be attained by the yogi. VivekKhyaati ji says that in this state, the yogi becomes detached from all worldly pleasures and amenities, to the extent that he even gives up all the powers he has achieved through his yogic practices. In other words, he maintains no attachment to anything of this world. His sole desire is to attain the state of kaivalya, which is his natural and simple, pure form. This state is what Maharshi Dharmamegha refers to as samadhi, where the stream of kaivalya knowledge flows unbroken and unrestricted by any desires. Just as a cloud takes the shape of a river and flows, in a similar manner, the true dharma within the yogi begins to flow. This is the highest state of suprajnatha samadhi."
4,30,"""Rishi Dharmamegh is explaining the outcome of self-realization in this thread. The outcome of self-realization in any state of yoga is the elimination of remaining defects. In the same way, the outcome of Dharmamegh self-realization is the destruction of leftover sorrows from past lives. After Dharmamegh self-realization, all sorrows, whether from this life or many past lives, are completely eliminated and the yoga practitioner's life becomes oriented towards the ultimate goal of Kaivalya. At this point, there is no place for sorrows (ignorance, ego, attachment, aversion, and identity) and neither is there any impediment in yoga. The yoga practitioner's life becomes completely attribute-less, where all complex and uncomplicated thoughts cease to affect his life. Instead, he begins to establish himself in his eternal, pure, and liberated nature."""
4,31,"When a yogi attains the highest state of samadhi, the ultimate state of self-realization, then all sorrow, pain, and other negative emotions cease to exist. All impurities and coverings that obscure the yogi's knowledge are also eliminated, and the yogi is flooded with infinite knowledge. This knowledge is so boundless that there is little left to discover in the entire existence.

If one truly understands this concept, then the essence of yoga philosophy becomes clear. As long as we lead a ordinary life, we are not living the life of a yogi. Many coverings and impurities obscure our minds, and we are surrounded by numerous external and internal impurities. Our lives are filled with pain, desires, and sorrows.

Our senses perceive everything through the medium of the mind, and as a result, our minds become polluted with various impressions. As a result, we become prone to grief, despair, hopelessness, and helplessness. According to scripture, the union of nature and the individual soul is the root cause of all suffering. This union is referred to as the ""mal"" or impurity.

The ability to transcend these coverings, pain, desires, and impurities is what is referred to as yoga sadhana. This is the problem-ridden and solution-filled gap between two lives. To fill this gap, one must understand the problem correctly and start the journey of finding the solution. Maharshi has said that the attainment of infinite knowledge and the knowledge-worthy is scarce. This can be interpreted in two ways.

First, the yogi attains infinite knowledge and has little to learn from the external world. In this sense, the yogi becomes all-knowing.

Second, the yogi is capable of understanding the infinite and has little need to know anything else, for once one has realized oneself and the ultimate reality, knowing or not knowing external things becomes irrelevant. The latter interpretation is more justified, for the soul is not all-knowing, and only the ultimate reality is all-knowing. Therefore, anything beyond the soul's knowledge is limited. This interpretation appears to be correct."
