chapter,verse,sanskrit,translation,explanation
18,47,श्रेयान्स्वधर्मो विगुणः परधर्मात्स्वनुष्ठितात्| स्वभावनियतं कर्म कुर्वन्नाप्नोति किल्बिषम् || 18.47 || ,"Better is one's own duty, even if it is destitute of merits, than the duty of another well performed. He who does the duty ordained by his own nature incurs no sin.","One's occupational duty is prescribed in Bhagavad-gītā. As already discussed in previous verses, the duties of a brāhmaṇa, kṣatriya, vaiśya and śūdra are prescribed according to the particular modes of nature. One should not imitate another's duty. A man who is by nature attracted to the kind of work done by śūdras should not artificially claim himself to be a brāhmaṇa, although he may be born into a brāhmaṇa family. In this way one should work according to his own nature; no work is abominable, if performed in the service of the Supreme Lord. The occupational duty of a brāhmaṇa is certainly in the mode of goodness, but if a person is not by nature in the mode of goodness, he should not imitate the occupational duty of a brāhmaṇa. For a kṣatriya, or administrator, there are so many abominable things; a kṣatriya has to be violent to kill his enemies, and sometimes a kṣatriya has to tell lies for the sake of diplomacy. Such violence and duplicity accompany political affairs, but a kṣatriya is not supposed to give up his occupational duty and try to perform the duties of a brāhmaṇa. One should act to satisfy the Supreme Lord. For example, Arjuna was a kṣatriya. He was hesitating to fight the other party. But if such fighting is performed for the sake of Kṛṣṇa, the Supreme Personality of Godhead, there need be no fear of degradation. In the business field also, sometimes a merchant has to tell so many lies to make a profit. If he does not do so, there can be no profit. Sometimes a merchant says, ""Oh, my dear customer, for you I am making no profit,"" but one should know that without profit the merchant cannot exist. Therefore it should be taken as a simple lie if a merchant says that he is not making a profit. But the merchant should not think that because he is engaged in an occupation in which the telling of lies is compulsory, he should give up his profession and pursue the profession of a brāhmaṇa. That is not recommended. Whether one is a kṣatriya, a vaiśya, or a śūdra doesn't matter, if he serves, by his work, the Supreme Personality of Godhead. Even brāhmaṇas, who perform different types of sacrifice, sometimes must kill animals because sometimes animals are sacrificed in such ceremonies. Similarly, if a kṣatriya engaged in his own occupation kills an enemy, there is no sin incurred. In the Third Chapter these matters have been clearly and elaborately explained; every man should work for the purpose of yajña, or for Viṣṇu, the Supreme Personality of Godhead. Anything done for personal sense gratification is a cause of bondage. The conclusion is that everyone should be engaged according to the particular mode of nature he has acquired, and he should decide to work only to serve the supreme cause of the Supreme Lord."
18,48,सहजं कर्म कौन्तेय सदोषमपि न त्यजेत्| सर्वारम्भा हि दोषेण धूमेनाग्निरिवावृताः || 18.48 || ,"One should not, O Arjuna, abandon the duty to which one is born, though it may be faulty; for, all undertakings are enveloped by evil, just as fire is by smoke.","In conditioned life, all work is contaminated by the material modes of nature. Even if one is a brāhmaṇa, he has to perform sacrifices in which animal killing is necessary. Similarly, a kṣatriya, however pious he may be, has to fight enemies. He cannot avoid it. Similarly, a merchant, however pious he may be, must sometimes hide his profit to stay in business, or he may sometimes have to do business on the black market. These things are necessary; one cannot avoid them. Similarly, even though a man is a śūdra serving a bad master, he has to carry out the order of the master, even though it should not be done. Despite these flaws, one should continue to carry out his prescribed duties, for they are born out of his own nature. A very nice example is given herein. Although fire is pure, still there is smoke. Yet smoke does not make the fire impure. Even though there is smoke in the fire, fire is still considered to be the purest of all elements. If one prefers to give up the work of a kṣatriya and take up the occupation of a brāhmaṇa, he is not assured that in the occupation of a brāhmaṇa there are no unpleasant duties. One may then conclude that in the material world no one can be completely free from the contamination of material nature. This example of fire and smoke is very appropriate in this connection. When in wintertime one takes a stone from the fire, sometimes smoke disturbs the eyes and other parts of the body, but still one must make use of the fire despite disturbing conditions. Similarly, one should not give up his natural occupation because there are some disturbing elements. Rather, one should be determined to serve the Supreme Lord by his occupational duty in Kṛṣṇa consciousness. That is the perfectional point. When a particular type of occupation is performed for the satisfaction of the Supreme Lord, all the defects in that particular occupation are purified. When the results of work are purified, when connected with devotional service, one becomes perfect in seeing the self within, and that is self-realization."
18,49,असक्तबुद्धिः सर्वत्र जितात्मा विगतस्पृहः| नैष्कर्म्यसिद्धिं परमां संन्यासेनाधिगच्छति || 18.49 || ,"He whose intellect is unattached everywhere, who has subdued his self, from whom desire has fled, he attains the supreme state of freedom from action through renunciation.","Real renunciation means that one should always think himself part and parcel of the Supreme Lord. Therefore he has no right to enjoy the results of his work. Since he is part and parcel of the Supreme Lord, the results of his work must be enjoyed by the Supreme Lord. This is actually Kṛṣṇa consciousness. The person acting in Kṛṣṇa consciousness is really a sannyāsī, one in the renounced order of life. By such mentality, one is satisfied because he is actually acting for the Supreme. Thus he is not attached to anything material; he becomes accustomed to not taking pleasure in anything beyond the transcendental happiness derived from the service of the Lord. A sannyāsī is supposed to be free from the reactions of his past activities, but a person who is in Kṛṣṇa consciousness automatically attains this perfection without even accepting the so-called order of renunciation. This state of mind is called yogārūḍha, or the perfectional stage of yoga, as confirmed in the Third Chapter: yas tv ātma-ratir eva syāt. One who is satisfied in himself has no fear of any kind of reaction from his activity."
18,50,सिद्धिं प्राप्तो यथा ब्रह्म तथाप्नोति निबोध मे| समासेनैव कौन्तेय निष्ठा ज्ञानस्य या परा || 18.50 || ,"Learn from Me, O Arjuna, in brief how one who has attained perfection reaches Brahman—the Eternal, that supreme state of knowledge.","The Lord describes for Arjuna how one can achieve the highest perfectional stage simply by being engaged in his occupational duty, performing that duty for the Supreme Personality of Godhead. One attains the supreme stage of Brahman simply by renouncing the result of his work for the satisfaction of the Supreme Lord. That is the process of self-realization. Actual perfection of knowledge is in attaining pure Kṛṣṇa consciousness; that is described in the following verses."
18,51,बुद्ध्या विशुद्धया युक्तो धृत्याऽऽत्मानं नियम्य च| शब्दादीन् विषयांस्त्यक्त्वा रागद्वेषौ व्युदस्य च || 18.51 || ,"Endowed with a pure intellect, controlling the self through firmness, relinquishing sound and other objects and abandoning attraction and hatred.",
18,52,विविक्तसेवी लघ्वाशी यतवाक्कायमानसः| ध्यानयोगपरो नित्यं वैराग्यं समुपाश्रितः || 18.52 || ,"Dwelling in solitude, eating sparingly, with speech, body, and mind subdued, always engaged in meditation and concentration, and resorting to dispassion.",
18,53,अहङ्कारं बलं दर्पं कामं क्रोधं परिग्रहम्| विमुच्य निर्ममः शान्तो ब्रह्मभूयाय कल्पते || 18.53 || ,"Having abandoned egoism, strength, arrogance, desire, anger, and covetousness, and being free from the notion of 'mine' and peaceful, he is fit for becoming Brahman.",
18,54,ब्रह्मभूतः प्रसन्नात्मा न शोचति न काङ्क्षति| समः सर्वेषु भूतेषु मद्भक्तिं लभते पराम् || 18.54 || ,"Becoming Brahman, serene in the Self, he neither grieves nor desires; he is the same to all beings, and obtains supreme devotion to Me.","To the impersonalist, achieving the brahma-bhūta stage, becoming one with the Absolute, is the last word. But for the personalist, or pure devotee, one has to go still further to become engaged in pure devotional service. This means that one who is engaged in pure devotional service to the Supreme Lord is already in a state of liberation, called brahma-bhūta, oneness with the Absolute. Without being one with the Supreme, the Absolute, one cannot render service unto Him. In the absolute conception, there is no difference between the served and the servitor; yet the distinction is there, in a higher spiritual sense. In the material concept of life, when one works for sense gratification, there is misery, but in the absolute world, when one is engaged in pure devotional service, there is no misery. The devotee in Kṛṣṇa consciousness has nothing to lament or desire. Since God is full, a living entity who is engaged in God's service, in Kṛṣṇa consciousness, becomes also full in himself. He is just like a river cleansed of all dirty water. Because a pure devotee has no thought other than Kṛṣṇa, he is naturally always joyful. He does not lament for any material loss or gain because he is full in service of the Lord. He has no desire for material enjoyment because he knows that every living entity is the fragmental part and parcel of the Supreme Lord and therefore eternally a servant. He does not see, in the material world, someone as higher and someone as lower; higher and lower positions are ephemeral, and a devotee has nothing to do with ephemeral appearances or disappearances. For him stone and gold are of equal value. This is the brahma-bhūta stage, and this stage is attained very easily by the pure devotee. In that stage of existence, the idea of becoming one with the Supreme Brahman and annihilating one's individuality becomes hellish, and the idea of attaining the heavenly kingdom becomes phantasmagoria, and the senses are like broken serpents' teeth. As there is no fear of a serpent with broken teeth, so there is no fear from the senses when they are automatically controlled. The world is miserable for the materially infected person, but for a devotee the entire world is as good as Vaikuṇṭha, or the spiritual sky. The highest personality in this material universe is no more significant than an ant for a devotee. Such a stage can be achieved by the mercy of Lord Caitanya, who preached pure devotional service in this age."
18,55,भक्त्या मामभिजानाति यावान्यश्चास्मि तत्त्वतः| ततो मां तत्त्वतो ज्ञात्वा विशते तदनन्तरम् || 18.55 || ,"By devotion, he knows Me in truth, who and what I am; then, having known Me in truth, he immediately enters into the Supreme.","The Supreme Personality of Godhead, Kṛṣṇa, and His plenary portions cannot be understood by mental speculation nor by the nondevotees. If anyone wants to understand the Supreme Personality of Godhead, he has to take to pure devotional service under the guidance of a pure devotee. Otherwise, the truth of the Supreme Personality of Godhead will always be hidden. It is already stated (nāhaṁ prakāśaḥ) that He is not revealed to everyone. Everyone cannot understand God simply by erudite scholarship or mental speculation. Only one who is actually engaged in Kṛṣṇa consciousness and devotional service can understand what Kṛṣṇa is. University degrees are not helpful. One who is fully conversant with the Kṛṣṇa science becomes eligible to enter into the spiritual kingdom, the abode of Kṛṣṇa. Becoming Brahman does not mean that one loses his identity. Devotional service is there, and as long as devotional service exists, there must be God, the devotee, and the process of devotional service. Such knowledge is never vanquished, even after liberation. Liberation involves getting free from the concept of material life; in spiritual life the same distinction is there, the same individuality is there, but in pure Kṛṣṇa consciousness. One should not misunderstand that the word viśate, ""enters into Me,"" supports the monist theory that one becomes homogeneous with the impersonal Brahman. No. Viśate means that one can enter into the abode of the Supreme Lord in his individuality to engage in His association and render service unto Him. For instance, a green bird enters a green tree not to become one with the tree but to enjoy the fruits of the tree. Impersonalists generally give the example of a river flowing into the ocean and merging. This may be a source of happiness for the impersonalist, but the personalist keeps his personal individuality like an aquatic in the ocean. We find so many living entities within the ocean, if we go deep. Surface acquaintance with the ocean is not sufficient; one must have complete knowledge of the aquatics living in the ocean depths. Because of his pure devotional service, a devotee can understand the transcendental qualities and the opulences of the Supreme Lord in truth. As it is stated in the Eleventh Chapter, only by devotional service can one understand. The same is confirmed here; one can understand the Supreme Personality of Godhead by devotional service and enter into His kingdom. After attainment of the brahma-bhūta stage of freedom from material conceptions, devotional service begins by one's hearing about the Lord. When one hears about the Supreme Lord, automatically the brahma-bhūta stage develops, and material contamination–greediness and lust for sense enjoyment–disappears. As lust and desires disappear from the heart of a devotee, he becomes more attached to the service of the Lord, and by such attachment he becomes free from material contamination. In that state of life he can understand the Supreme Lord. This is the statement of ŚrīmadBhāgavatam also. Also after liberation the process of bhakti or transcendental service continues. The Vedānta-sūtra confirms this: āprāyaṇāt tatrāpi hi dṛṣṭam. This means that after liberation the process of devotional service continues. In the Śrīmad-Bhāgavatam, real devotional liberation is defined as the reinstatement of the living entity in his own identity, his own constitutional position. The constitutional position is already explained: every living entity is the part and parcel fragmental portion of the Supreme Lord. Therefore his constitutional position is to serve. After liberation, this service is never stopped. Actual liberation is getting free from misconceptions of life."
18,56,सर्वकर्माण्यपि सदा कुर्वाणो मद्व्यपाश्रयः| मत्प्रसादादवाप्नोति शाश्वतं पदमव्ययम् || 18.56 || ,"Having taken refuge in Me and doing all actions, by My grace he obtains the eternal, indestructible state of being.","The word mad-vyapāśrayaḥ means under the protection of the Supreme Lord. To be free from material contamination, a pure devotee acts under the direction of the Supreme Lord or His representative, the spiritual master. There is no time limitation for a pure devotee. He is always, twenty-four hours, one hundred percent engaged in activities under the direction of the Supreme Lord. To a devotee who is thus engaged in Kṛṣṇa consciousness the Lord is very, very kind. In spite of all difficulties, he is eventually placed in the transcendental abode, or Kṛṣṇaloka. He is guaranteed entrance there; there is no doubt about it. In that supreme abode, there is no change; everything is eternal, imperishable and full of knowledge."
18,57,चेतसा सर्वकर्माणि मयि संन्यस्य मत्परः| बुद्धियोगमुपाश्रित्य मच्चित्तः सततं भव || 18.57 || ,"Mentally renouncing all actions in Me, having Me as the highest goal, and resorting to the yoga of discrimination, do thou ever fix thy mind on Me.","When one acts in Kṛṣṇa consciousness, he does not act as the master of the world. Just like a servant, one should act fully under the direction of the Supreme Lord. A servant has no individual independence. He acts only on the order of the master. A servant acting on behalf of the supreme master has no affection for profit and loss. He simply discharges his duty faithfully in terms of the order of the Lord. Now, one may argue that Arjuna was acting under the personal direction of Kṛṣṇa, but, when Kṛṣṇa is not present, how should one act? If one acts according to the direction of Kṛṣṇa in this book, as well as under the guidance of the representative of Kṛṣṇa, then the result will be the same. The Sanskrit word mat-paraḥ is very important in this verse. It indicates that one has no goal in life save and except acting in Kṛṣṇa consciousness just to satisfy Kṛṣṇa. And, while working in that way, one should think of Kṛṣṇa only: ""I have been appointed to discharge this particular duty by Kṛṣṇa."" While acting in such a way, one naturally has to think of Kṛṣṇa. This is perfect Kṛṣṇa consciousness. One should, however, note that, after doing something whimsically, he should not offer the result to the Supreme Lord. That sort of duty is not in the devotional service of Kṛṣṇa consciousness. One should act according to the order of Kṛṣṇa . This is a very important point. That order of Kṛṣṇa comes through disciplic succession from the bona fide spiritual master. Therefore the spiritual master's order should be taken as the prime duty of life. If one gets a bona fide spiritual master and acts according to his direction, then his perfection of life in Kṛṣṇa consciousness is guaranteed."
18,58,मच्चित्तः सर्वदुर्गाणि मत्प्रसादात्तरिष्यसि| अथ चेत्त्वमहङ्कारान्न श्रोष्यसि विनङ्क्ष्यसि || 18.58 || ,"Fixing your mind on Me, you shall, by My grace, overcome all obstacles; but if you will not hear Me due to egoism, you shall perish.","A person in full Kṛṣṇa consciousness is not unduly anxious to execute the duties of his existence. The foolish cannot understand this great freedom from all anxiety. For one who acts in Kṛṣṇa consciousness, Lord Kṛṣṇa becomes the most intimate friend. He always looks after His friend's comfort, and He gives Himself to His friend, who is so devotedly engaged working twenty-four hours a day to please the Lord. Therefore, no one should be carried away by the false ego of the bodily concept of life. One should not falsely think himself independent of the laws of material nature or free to act. He is already under strict material laws. But, as soon as he acts in Kṛṣṇa consciousness, he is liberated, free from the material perplexities. One should note very carefully that one who is not active in Kṛṣṇa consciousness is losing himself in the material whirlpool, in the ocean of birth and death. No conditioned soul actually knows what is to be done and what is not to be done, but a person who acts in Kṛṣṇa consciousness is free to act because everything is prompted by Kṛṣṇa from within and confirmed by the spiritual master."
18,59,यदहङ्कारमाश्रित्य न योत्स्य इति मन्यसे| मिथ्यैष व्यवसायस्ते प्रकृतिस्त्वां नियोक्ष्यति || 18.59 || ,"If, filled with egoism, thou thinkest, ""I will not fight,"" then thy resolve is vain; nature will compel thee.","Arjuna was a military man, and born of the nature of the kṣatriya. Therefore his natural duty was to fight. But, due to false ego, he was fearing that by killing his teacher, grandfather and friends, there would be sinful reactions. Actually he was considering himself master of his actions, as if he were directing the good and bad results of such work. He forgot that the Supreme Personality of Godhead was present there, instructing him to fight. That is the forgetfulness of the conditioned soul. The Supreme Personality gives directions as to what is good and what is bad, and one simply has to act in Kṛṣṇa consciousness to attain the perfection of life. No one can ascertain his destiny as the Supreme Lord can; therefore the best course is to take direction from the Supreme Lord and act. No one should neglect the order of the Supreme Personality of Godhead or the order of the spiritual master who is the representative of God. One should act unhesitatingly to execute the order of the Supreme Personality of Godhead—that will keep him safe under all circumstances."
18,60,स्वभावजेन कौन्तेय निबद्धः स्वेन कर्मणा| कर्तुं नेच्छसि यन्मोहात्करिष्यस्यवशोऽपि तत् || 18.60 || ,"O Arjuna, bound by your own Karma (action) born of your own nature, that which from delusion you wish not to do, even that you shall do helplessly.","If one refuses to act under the direction of the Supreme Lord, then he is compelled to act by the modes in which he is situated. Everyone is under the spell of a particular combination of the modes of nature and is acting in that way. But anyone who voluntarily engages himself under the direction of the Supreme Lord becomes glorious."
18,61,ईश्वरः सर्वभूतानां हृद्देशेऽर्जुन तिष्ठति| भ्रामयन्सर्वभूतानि यन्त्रारूढानि मायया || 18.61 || ,"The Lord dwells in the hearts of all beings, O Arjuna, causing all beings, by His illusory power, to revolve as if mounted on a machine.","Arjuna was not the supreme knower, and his decision to fight or not to fight was confined to his limited discretion. Lord Kṛṣṇa instructed that the individual is not all in all. The Supreme Personality of Godhead, or He Himself, Kṛṣṇa, the localized Supersoul, sits in the heart directing the living being. After changing bodies, the living entity forgets his past deeds, but the Supersoul, as the knower of the past, present and future, remains the witness of all his activities. Therefore all the activities of living entities are directed by this Supersoul. The living entity gets what he deserves and is carried by the material body which is created in the material energy under the direction of the Supersoul. As soon as a living entity is placed in a particular type of body, he has to work under the spell of that bodily situation. A person seated in a high-speed motor car goes faster than one seated in a slower car, though the living entities, the drivers, may be the same. Similarly, by the order of the Supreme Soul, material nature fashions a particular type of body to a particular type of living entity to work according to his past desires. The living entity is not independent. One should not think himself independent of the Supreme Personality of Godhead. The individual is always under His control. Therefore his duty is to surrender, and that is the injunction of the next verse."
18,62,तमेव शरणं गच्छ सर्वभावेन भारत| तत्प्रसादात्परां शान्तिं स्थानं प्राप्स्यसि शाश्वतम् || 18.62 || ,"Fly to Him for refuge with all your being, O Arjuna; by His grace you will obtain supreme peace and the eternal abode.","A living entity should therefore surrender unto the Supreme Personality of Godhead who is situated in everyone's heart, and that will relieve him from all kinds of miseries of this material existence. By such surrender, one will not only be released from all miseries in this life, but at the end he will reach the Supreme God. The transcendental world is described in the Vedic literature as tad viṣṇoḥ paramaṁ padam. Since all of creation is the kingdom of God, everything material is actually spiritual, but paramaṁ padam specifically refers to the eternal abode, which is called the spiritual sky or Vaikuṇṭha. In the Fifteenth Chapter of Bhagavad-gītā it is stated: ""Sarvasya cāham hṛdi sanniviṣṭaḥ."" The Lord is seated in everyone's heart, so this recommendation that one should surrender unto the Supersoul sitting within means that one should surrender unto the Supreme Personality of Godhead, Kṛṣṇa. Kṛṣṇa has already been accepted by Arjuna as the Supreme. He was accepted in the Tenth Chapter as paraṁ brahma paraṁ dhāma. Arjuna has accepted Kṛṣṇa as the Supreme Personality of Godhead and the supreme abode of all living entities, not only because of his personal experience but also because of the evidences of great authorities like Nārada, Asita, Devala and Vyāsa."
18,63,इति ते ज्ञानमाख्यातं गुह्याद्गुह्यतरं मया| विमृश्यैतदशेषेण यथेच्छसि तथा कुरु || 18.63 || ,"Thus, wisdom more secret than secrecy itself has been declared to you by me. Reflect on it fully, then act as you wish.","The Lord has already explained to Arjuna the knowledge of brahma- bhūta. One who is in the brahma-bhūta condition is joyful; he never laments, nor does he desire anything. That is due to confidential knowledge. Kṛṣṇa also discloses knowledge of the Supersoul. This is also Brahman knowledge, knowledge of Brahman, but it is superior. Here Lord Kṛṣṇa tells Arjuna that he can do as he chooses. God does not interfere with the little independence of the living entity. In Bhagavad-gītā, the Lord has explained in all respects how one can elevate his living condition. The best advice imparted to Arjuna is to surrender unto the Supersoul seated within his heart. By right discrimination, one should agree to act according to the order of the Supersoul. That will help one become situated constantly in Kṛṣṇa consciousness, the highest perfectional stage of human life. Arjuna is being directly ordered by the Personality of Godhead to fight. Surrender to the Supreme Personality of Godhead is in the best interest of the living entities. It is not for the interest of the Supreme. Before surrendering, one is free to deliberate on this subject as far as the intelligence goes; that is the best way to accept the instruction of the Supreme Personality of Godhead. Such instruction comes also through the spiritual master, the bona fide representative of Kṛṣṇa."
18,64,सर्वगुह्यतमं भूयः श्रृणु मे परमं वचः| इष्टोऽसि मे दृढमिति ततो वक्ष्यामि ते हितम् || 18.64 || ,"Hear again My supreme word, most secret of all; for you are dearly beloved of Me, I will tell you what is good.","The Lord has given Arjuna confidential knowledge of the Supersoul within everyone's heart, and now He is giving the most confidential part of this knowledge: just surrender unto the Supreme Personality of Godhead. At the end of the Ninth Chapter He has said, ""Just always think of Me."" The same instruction is repeated here to stress the essence of the teachings of Bhagavadgītā. This essence is not understood by a common man, but by one who is actually very dear to Kṛṣṇa, a pure devotee of Kṛṣṇa. This is the most important instruction in all Vedic literature. What Kṛṣṇa is saying in this connection is the most essential part of knowledge, and it should be carried out not only by Arjuna but by all living entities."
18,65,मन्मना भव मद्भक्तो मद्याजी मां नमस्कुरु| मामेवैष्यसि सत्यं ते प्रतिजाने प्रियोऽसि मे || 18.65 || ,"Fix your mind on Me, be devoted to Me, sacrifice to Me, bow down to Me. You will come to Me; I truly promise you this, for you are dear to Me.","The most confidential part of knowledge is that one should become a pure devotee of Kṛṣṇa and always think of Him and act for Him. One should not become an official meditator. Life should be so molded that one will always have the chance to think of Kṛṣṇa. One should always act in such a way that all his daily activities are in connection with Kṛṣṇa. He should arrange his life in such a way that throughout the twenty-four hours he cannot but think of Kṛṣṇa. And the Lord's promise is that anyone who is in such pure Kṛṣṇa consciousness will certainly return to the abode of Kṛṣṇa, where he will be engaged in the association of Kṛṣṇa face to face. This most confidential part of knowledge is spoken to Arjuna because he is the dear friend of Kṛṣṇa. Everyone who follows the path of Arjuna can become a dear friend to Kṛṣṇa and obtain the same perfection as Arjuna. These words stress that one should concentrate his mind upon Kṛṣṇa–the very form with two hands carrying a flute, the bluish boy with a beautiful face and peacock feathers in His hair. There are descriptions of Kṛṣṇa found in the Brahma-saṁhitā and other literatures. One should fix his mind on this original form of Godhead, Kṛṣṇa. He should not even divert his attention to other forms of the Lord. The Lord has multi-forms, as Viṣṇu, Nārāyaṇa, Rāma, Varāha, etc., but a devotee should concentrate his mind on the form that was present before Arjuna. Concentration of the mind on the form of Kṛṣṇa constitutes the most confidential part of knowledge, and this is disclosed to Arjuna because Arjuna is the most dear friend of Kṛṣṇa's."
18,66,सर्वधर्मान्परित्यज्य मामेकं शरणं व्रज| अहं त्वा सर्वपापेभ्यो मोक्षयिष्यामि मा शुचः || 18.66 || ,Abandon all duties and take refuge in Me alone; I will liberate you from all sins; do not grieve.,"The Lord has described various kinds of knowledge, processes of religion, knowledge of the Supreme Brahman, knowledge of the Supersoul, knowledge of the different types of orders and statuses of social life, knowledge of the renounced order of life, knowledge of nonattachment, sense and mind control, meditation, etc. He has described in so many ways different types of religion. Now, in summarizing Bhagavad-gītā, the Lord says that Arjuna should give up all the processes that have been explained to him; he should simply surrender to Kṛṣṇa. That surrender will save him from all kinds of sinful reactions, for the Lord personally promises to protect him. In the Eighth Chapter it was said that only one who has become free from all sinful reactions can take to the worship of Lord Kṛṣṇa. Thus one may think that unless he is free from all sinful reactions he cannot take to the surrendering process. To such doubts it is here said that even if one is not free from all sinful reactions, simply by the process of surrendering to Śrī Kṛṣṇa he is automatically freed. There is no need of strenuous effort to free oneself from sinful reactions. One should unhesitatingly accept Kṛṣṇa as the supreme savior of all living entities. With faith and love, one should surrender unto Him. According to the devotional process, one should simply accept such religious principles that will lead ultimately to the devotional service of the Lord. One may perform a particular occupational duty according to his position in the social order, but if by executing his duty one does not come to the point of Kṛṣṇa consciousness, all his activities are in vain. Anything that does not lead to the perfectional stage of Kṛṣṇa consciousness should be avoided. One should be confident that in all circumstances Kṛṣṇa will protect him from all difficulties. There is no need of thinking how one should keep the body and soul together. Kṛṣṇa will see to that. One should always think himself helpless and should consider Kṛṣṇa the only basis for his progress in life. As soon as one seriously engages himself in devotional service to the Lord in full Kṛṣṇa consciousness, at once he becomes freed from all contamination of material nature. There are different processes of religion and purificatory processes by cultivation of knowledge, meditation in the mystic yoga system, etc., but one who surrenders unto Kṛṣṇa does not have to execute so many methods. That simple surrender unto Kṛṣṇa will save him from unnecessarily wasting time. One can thus make all progress at once and be freed from all sinful reaction. One should be attracted by the beautiful vision of Kṛṣṇa. His name is Kṛṣṇa because He is all-attractive. One who becomes attracted by the beautiful, allpowerful, omnipotent vision of Kṛṣṇa is fortunate. There are different kinds of transcendentalists–some of them are attached to the impersonal Brahman vision, some of them are attracted by the Supersoul feature, etc., but one who is attracted to the personal feature of the Supreme Personality of Godhead, and, above all, one who is attracted by the Supreme Personality of Godhead as Kṛṣṇa Himself, is the most perfect transcendentalist. In other words, devotional service to Kṛṣṇa, in full consciousness, is the most confidential part of knowledge, and this is the essence of the whole Bhagavad-gītā. Karmayogīs, empiric philosophers, mystics, and devotees are all called transcendentalists, but one who is a pure devotee is the best of all. The particular words used here, mā śucaḥ, ""Don't fear, don't hesitate, don't worry,"" are very significant. One may be perplexed as to how one can give up all kinds of religious forms and simply surrender unto Kṛṣṇa, but such worry is useless."
18,67,इदं ते नातपस्काय नाभक्ताय कदाचन| न चाशुश्रूषवे वाच्यं न च मां योऽभ्यसूयति || 18.67 || ,"Never speak this to one who is devoid of austerities or devotion, who does not render service, who does not desire to listen, or who cavils at Me.","Persons who have not undergone the austerities of the religious process, who have never attempted devotional service in Kṛṣṇa consciousness, who have not tended a pure devotee, and especially those who are conscious of Kṛṣṇa as a historical personality or who are envious of the greatness of Kṛṣṇa, should not be told this most confidential part of knowledge. It is, however, sometimes found that even demoniac persons who are envious of Kṛṣṇa, worshiping Kṛṣṇa in a different way, take to the profession of explaining Bhagavad-gītā in a different way to make business, but anyone who desires actually to understand Kṛṣṇa must avoid such commentaries on Bhagavadgītā. Actually the purpose of Bhagavad-gītā is not understandable to those who are sensuous–even if one is not sensuous but is strictly following the disciplines enjoined in the Vedic scripture, if he is not a devotee, he also cannot understand Kṛṣṇa. Even when one poses himself as a devotee of Kṛṣṇa, but is not engaged in Kṛṣṇa conscious activities, he also cannot understand Kṛṣṇa. There are many persons who envy Kṛṣṇa because He has explained in Bhagavad-gītā that He is the Supreme and that nothing is above Him or equal to Him. There are many persons who are envious of Kṛṣṇa. Such persons should not be told of Bhagavad-gītā, for they cannot understand. There is no possibility of faithless persons' understanding Bhagavad-gītā and Kṛṣṇa. Without understanding Kṛṣṇa from the authority of a pure devotee, one should not try to comment upon Bhagavad-gitā."
18,68,य इमं परमं गुह्यं मद्भक्तेष्वभिधास्यति| भक्ितं मयि परां कृत्वा मामेवैष्यत्यसंशयः || 18.68 || ,"He who, with supreme devotion to Me, teaches this supreme secret to My devotees, shall undoubtedly come to Me.","Generally it is advised that Bhagavad-gītā be discussed amongst the devotees only, for those who are not devotees will neither understand Kṛṣṇa nor Bhagavad-gītā. Those who do not accept Kṛṣṇa as He is and Bhagavadgītā as it is should not try to explain Bhagavad-gītā whimsically and become offenders. Bhagavad-gītā should be explained to persons who are ready to accept Kṛṣṇa as the Supreme Personality of Godhead. It is a subject matter for the devotees only and not for philosophical speculators. Anyone, however, who tries sincerely to present Bhagavad-gītā as it is will advance in devotional activities and reach the pure devotional state of life. As a result of such pure devotion, he is sure to go back home, back to Godhead."
18,69,न च तस्मान्मनुष्येषु कश्िचन्मे प्रियकृत्तमः| भविता न च मे तस्मादन्यः प्रियतरो भुवि || 18.69 || ,"There is no one among men who does service dearer to Me, nor shall there be anyone on earth dearer to Me than him.",
18,70,अध्येष्यते च य इमं धर्म्यं संवादमावयोः| ज्ञानयज्ञेन तेनाहमिष्टः स्यामिति मे मतिः || 18.70 || ,"And he who studies this sacred dialogue of ours, by him I shall have been worshipped through the sacrifice of wisdom; such is my conviction.",
